name,type,notranslate,comment,value,en
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter10,tabindent,frame.caption",vaString,F,,Tab
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter10,tabstops,frame.caption",vaString,F,,Tabstops
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter10,showtabs,frame.caption",vaString,F,,Show tabs
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,eolstyle,frame.caption",vaString,F,,Eolstyle
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,eolstyle,hint",vaString,F,,End of line style for writing. eol_default -> use original style.
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,trimtrailingwhitespace,frame.caption",vaString,F,,"Trim trailing
whitespace
on save"
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,encoding,frame.caption",vaString,F,,Encoding
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,encoding,dropdown.cols.items,0:,data,0:",vaString,F,,Locale
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter16,backupfilecount,frame.caption",vaString,F,,Backup file count
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,caption",vaString,F,,Form
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,componenthints,frame.caption",vaString,F,,Component hints
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,noformdesignerdocking,frame.caption",vaString,F,,Docking
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,moveonfirstclick,frame.caption",vaString,F,,Move on first click
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,gridsizey,frame.caption",vaString,F,,Grid size Y
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,gridsizex,frame.caption",vaString,F,,Grid size X
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,gridsizex,tintegeredit2,frame.caption",vaString,F,,Grid size X
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,snaptogrid,frame.caption",vaString,F,,Snap to Grid
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,snaptogrid,hint",vaString,F,,"Hint:
Use Ctrl + arrow keys to move selected components without grid snap,
use Shift + arrow keys to resize selected components without grid snap."
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage22,showgrid,frame.caption",vaString,F,,Show Grid
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,caption",vaString,F,,&Debugger
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,debugcommand,frame.caption",vaString,F,,&Debug command
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,debugoptions,frame.caption",vaString,F,,Debug &options
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,debugoptions,hint",vaString,F,,"""--tty DEVICE"" to set target terminal"
"projectoptionsfo,tlayouter9,tabwidget,debuggerpage,ttabwidget1,ttabpage6,caption",vaString,F,,Source &directories
